Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
China,1982,Urban,Male,80,Census - de facto - complete tabulation,"Final figure, complete",1984,85197,
China,1982,Urban,Male,80 - 84,Census - de facto - complete tabulation,"Final figure, complete",1984,273551,"1,6"
China,1982,Urban,Male,81,Census - de facto - complete tabulation,"Final figure, complete",1984,69741,
China,1982,Urban,Male,82,Census - de facto - complete tabulation,"Final figure, complete",1984,50266,
China,1982,Urban,Male,83,Census - de facto - complete tabulation,"Final figure, complete",1984,37537,
China,1982,Urban,Male,84,Census - de facto - complete tabulation,"Final figure, complete",1984,30810,
China,1982,Urban,Male,85 +,Census - de facto - complete tabulation,"Final figure, complete",1984,86864,
China,1982,Urban,Male,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1984,114,
China,1982,Urban,Female,Total,Census - de facto - complete tabulation,"Final figure, complete",1984,98288424,
China,1982,Urban,Female,0,Census - de facto - complete tabulation,"Final figure, complete",1984,1814656,
China,1982,Urban,Female,1,Census - de facto - complete tabulation,"Final figure, complete",1984,1334230,
China,1982,Urban,Female,1 - 4,Census - de facto - complete tabulation,"Final figure, complete",1984,5779320,"1,6"
China,1982,Urban,Female,2,Census - de facto - complete tabulation,"Final figure, complete",1984,1443048,
China,1982,Urban,Female,3,Census - de facto - complete tabulation,"Final figure, complete",1984,1520846,
China,1982,Urban,Female,4,Census - de facto - complete tabulation,"Final figure, complete",1984,1481196,
China,1982,Urban,Female,5,Census - de facto - complete tabulation,"Final figure, complete",1984,1460247,
China,1982,Urban,Female,5 - 9,Census - de facto - complete tabulation,"Final figure, complete",1984,8245768,"1,6"
China,1982,Urban,Female,6,Census - de facto - complete tabulation,"Final figure, complete",1984,1534850,
China,1982,Urban,Female,7,Census - de facto - complete tabulation,"Final figure, complete",1984,1593851,
China,1982,Urban,Female,8,Census - de facto - complete tabulation,"Final figure, complete",1984,1729886,
China,1982,Urban,Female,9,Census - de facto - complete tabulation,"Final figure, complete",1984,1926934,
China,1982,Urban,Female,10,Census - de facto - complete tabulation,"Final figure, complete",1984,2005265,
China,1982,Urban,Female,10 - 14,Census - de facto - complete tabulation,"Final figure, complete",1984,10769531,"1,6"
China,1982,Urban,Female,11,Census - de facto - complete tabulation,"Final figure, complete",1984,2181880,
China,1982,Urban,Female,12,Census - de facto - complete tabulation,"Final figure, complete",1984,2165922,
China,1982,Urban,Female,13,Census - de facto - complete tabulation,"Final figure, complete",1984,2366111,
China,1982,Urban,Female,14,Census - de facto - complete tabulation,"Final figure, complete",1984,2050353,
China,1982,Urban,Female,15,Census - de facto - complete tabulation,"Final figure, complete",1984,1755514,
China,1982,Urban,Female,15 - 19,Census - de facto - complete tabulation,"Final figure, complete",1984,12021833,"1,6"
China,1982,Urban,Female,16,Census - de facto - complete tabulation,"Final figure, complete",1984,2124505,
China,1982,Urban,Female,17,Census - de facto - complete tabulation,"Final figure, complete",1984,2320913,
China,1982,Urban,Female,18,Census - de facto - complete tabulation,"Final figure, complete",1984,2791795,
China,1982,Urban,Female,19,Census - de facto - complete tabulation,"Final figure, complete",1984,3029106,
China,1982,Urban,Female,20,Census - de facto - complete tabulation,"Final figure, complete",1984,1677457,
China,1982,Urban,Female,20 - 24,Census - de facto - complete tabulation,"Final figure, complete",1984,9351488,"1,6"
China,1982,Urban,Female,21,Census - de facto - complete tabulation,"Final figure, complete",1984,1561486,
China,1982,Urban,Female,22,Census - de facto - complete tabulation,"Final figure, complete",1984,1927323,
China,1982,Urban,Female,23,Census - de facto - complete tabulation,"Final figure, complete",1984,1819246,
China,1982,Urban,Female,24,Census - de facto - complete tabulation,"Final figure, complete",1984,2365976,
China,1982,Urban,Female,25,Census - de facto - complete tabulation,"Final figure, complete",1984,2222738,
China,1982,Urban,Female,25 - 29,Census - de facto - complete tabulation,"Final figure, complete",1984,10687494,"1,6"
China,1982,Urban,Female,26,Census - de facto - complete tabulation,"Final figure, complete",1984,2134381,
China,1982,Urban,Female,27,Census - de facto - complete tabulation,"Final figure, complete",1984,2262009,
China,1982,Urban,Female,28,Census - de facto - complete tabulation,"Final figure, complete",1984,2138489,
China,1982,Urban,Female,29,Census - de facto - complete tabulation,"Final figure, complete",1984,1929877,
China,1982,Urban,Female,30,Census - de facto - complete tabulation,"Final figure, complete",1984,1858381,
China,1982,Urban,Female,30 - 34,Census - de facto - complete tabulation,"Final figure, complete",1984,7799018,"1,6"
China,1982,Urban,Female,31,Census - de facto - complete tabulation,"Final figure, complete",1984,1620234,
China,1982,Urban,Female,32,Census - de facto - complete tabulation,"Final figure, complete",1984,1645623,
China,1982,Urban,Female,33,Census - de facto - complete tabulation,"Final figure, complete",1984,1375667,
China,1982,Urban,Female,34,Census - de facto - complete tabulation,"Final figure, complete",1984,1299113,
China,1982,Urban,Female,35,Census - de facto - complete tabulation,"Final figure, complete",1984,1271611,
China,1982,Urban,Female,35 - 39,Census - de facto - complete tabulation,"Final figure, complete",1984,5635080,"1,6"
China,1982,Urban,Female,36,Census - de facto - complete tabulation,"Final figure, complete",1984,1158641,
China,1982,Urban,Female,37,Census - de facto - complete tabulation,"Final figure, complete",1984,1098523,
China,1982,Urban,Female,38,Census - de facto - complete tabulation,"Final figure, complete",1984,1051271,
China,1982,Urban,Female,39,Census - de facto - complete tabulation,"Final figure, complete",1984,1055034,
China,1982,Urban,Female,40,Census - de facto - complete tabulation,"Final figure, complete",1984,1112896,
China,1982,Urban,Female,40 - 44,Census - de facto - complete tabulation,"Final figure, complete",1984,5609977,"1,6"
China,1982,Urban,Female,41,Census - de facto - complete tabulation,"Final figure, complete",1984,1126524,
China,1982,Urban,Female,42,Census - de facto - complete tabulation,"Final figure, complete",1984,1118309,
China,1982,Urban,Female,43,Census - de facto - complete tabulation,"Final figure, complete",1984,1124507,
China,1982,Urban,Female,44,Census - de facto - complete tabulation,"Final figure, complete",1984,1127741,
China,1982,Urban,Female,45,Census - de facto - complete tabulation,"Final figure, complete",1984,1117786,
China,1982,Urban,Female,45 - 49,Census - de facto - complete tabulation,"Final figure, complete",1984,5403912,"1,6"
China,1982,Urban,Female,46,Census - de facto - complete tabulation,"Final figure, complete",1984,1125811,
China,1982,Urban,Female,47,Census - de facto - complete tabulation,"Final figure, complete",1984,1090785,
China,1982,Urban,Female,48,Census - de facto - complete tabulation,"Final figure, complete",1984,1051596,
China,1982,Urban,Female,49,Census - de facto - complete tabulation,"Final figure, complete",1984,1017934,
China,1982,Urban,Female,50,Census - de facto - complete tabulation,"Final figure, complete",1984,899516,
China,1982,Urban,Female,50 - 54,Census - de facto - complete tabulation,"Final figure, complete",1984,4207545,"1,6"
China,1982,Urban,Female,51,Census - de facto - complete tabulation,"Final figure, complete",1984,847096,
China,1982,Urban,Female,52,Census - de facto - complete tabulation,"Final figure, complete",1984,875207,
China,1982,Urban,Female,53,Census - de facto - complete tabulation,"Final figure, complete",1984,797880,
China,1982,Urban,Female,54,Census - de facto - complete tabulation,"Final figure, complete",1984,787846,
China,1982,Urban,Female,55,Census - de facto - complete tabulation,"Final figure, complete",1984,689174,
China,1982,Urban,Female,55 - 59,Census - de facto - complete tabulation,"Final figure, complete",1984,3222437,"1,6"
China,1982,Urban,Female,56,Census - de facto - complete tabulation,"Final figure, complete",1984,669522,
China,1982,Urban,Female,57,Census - de facto - complete tabulation,"Final figure, complete",1984,662061,
China,1982,Urban,Female,58,Census - de facto - complete tabulation,"Final figure, complete",1984,633900,
China,1982,Urban,Female,59,Census - de facto - complete tabulation,"Final figure, complete",1984,567780,
China,1982,Urban,Female,60,Census - de facto - complete tabulation,"Final figure, complete",1984,577350,
China,1982,Urban,Female,60 - 64,Census - de facto - complete tabulation,"Final figure, complete",1984,2554199,"1,6"
China,1982,Urban,Female,61,Census - de facto - complete tabulation,"Final figure, complete",1984,542550,
China,1982,Urban,Female,62,Census - de facto - complete tabulation,"Final figure, complete",1984,512987,
China,1982,Urban,Female,63,Census - de facto - complete tabulation,"Final figure, complete",1984,468827,
China,1982,Urban,Female,64,Census - de facto - complete tabulation,"Final figure, complete",1984,452485,
China,1982,Urban,Female,65,Census - de facto - complete tabulation,"Final figure, complete",1984,441584,
China,1982,Urban,Female,65 - 69,Census - de facto - complete tabulation,"Final figure, complete",1984,2021873,"1,6"
China,1982,Urban,Female,66,Census - de facto - complete tabulation,"Final figure, complete",1984,420185,
China,1982,Urban,Female,67,Census - de facto - complete tabulation,"Final figure, complete",1984,394886,
China,1982,Urban,Female,68,Census - de facto - complete tabulation,"Final figure, complete",1984,410218,
China,1982,Urban,Female,69,Census - de facto - complete tabulation,"Final figure, complete",1984,355000,
China,1982,Urban,Female,70,Census - de facto - complete tabulation,"Final figure, complete",1984,326208,
China,1982,Urban,Female,70 - 74,Census - de facto - complete tabulation,"Final figure, complete",1984,1483708,"1,6"
China,1982,Urban,Female,71,Census - de facto - complete tabulation,"Final figure, complete",1984,316633,
China,1982,Urban,Female,72,Census - de facto - complete tabulation,"Final figure, complete",1984,301696,
China,1982,Urban,Female,73,Census - de facto - complete tabulation,"Final figure, complete",1984,288095,
China,1982,Urban,Female,74,Census - de facto - complete tabulation,"Final figure, complete",1984,251076,
China,1982,Urban,Female,75,Census - de facto - complete tabulation,"Final figure, complete",1984,232210,
China,1982,Urban,Female,75 - 79,Census - de facto - complete tabulation,"Final figure, complete",1984,989028,"1,6"
China,1982,Urban,Female,76,Census - de facto - complete tabulation,"Final figure, complete",1984,223427,
China,1982,Urban,Female,77,Census - de facto - complete tabulation,"Final figure, complete",1984,196721,
China,1982,Urban,Female,78,Census - de facto - complete tabulation,"Final figure, complete",1984,178494,
China,1982,Urban,Female,79,Census - de facto - complete tabulation,"Final figure, complete",1984,158176,
China,1982,Urban,Female,80,Census - de facto - complete tabulation,"Final figure, complete",1984,141570,
China,1982,Urban,Female,80 - 84,Census - de facto - complete tabulation,"Final figure, complete",1984,488463,"1,6"
China,1982,Urban,Female,81,Census - de facto - complete tabulation,"Final figure, complete",1984,121553,
China,1982,Urban,Female,82,Census - de facto - complete tabulation,"Final figure, complete",1984,92261,
China,1982,Urban,Female,83,Census - de facto - complete tabulation,"Final figure, complete",1984,71366,
China,1982,Urban,Female,84,Census - de facto - complete tabulation,"Final figure, complete",1984,61713,
China,1982,Urban,Female,85 +,Census - de facto - complete tabulation,"Final figure, complete",1984,202999,
China,1982,Urban,Female,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1984,95,
China,1982,Rural,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",1984,797604783,
China,1982,Rural,Both Sexes,0,Census - de facto - complete tabulation,"Final figure, complete",1984,17050932,
China,1982,Rural,Both Sexes,1,Census - de facto - complete tabulation,"Final figure, complete",1984,14607751,
China,1982,Rural,Both Sexes,1 - 4,Census - de facto - complete tabulation,"Final figure, complete",1984,61912874,"1,6"
China,1982,Rural,Both Sexes,2,Census - de facto - complete tabulation,"Final figure, complete",1984,15276381,
China,1982,Rural,Both Sexes,3,Census - de facto - complete tabulation,"Final figure, complete",1984,16475455,
China,1982,Rural,Both Sexes,4,Census - de facto - complete tabulation,"Final figure, complete",1984,15553287,
China,1982,Rural,Both Sexes,5,Census - de facto - complete tabulation,"Final figure, complete",1984,16400317,
China,1982,Rural,Both Sexes,5 - 9,Census - de facto - complete tabulation,"Final figure, complete",1984,93668244,"1,6"
China,1982,Rural,Both Sexes,6,Census - de facto - complete tabulation,"Final figure, complete",1984,17255414,
China,1982,Rural,Both Sexes,7,Census - de facto - complete tabulation,"Final figure, complete",1984,18477101,
China,1982,Rural,Both Sexes,8,Census - de facto - complete tabulation,"Final figure, complete",1984,20454842,
China,1982,Rural,Both Sexes,9,Census - de facto - complete tabulation,"Final figure, complete",1984,21080570,
China,1982,Rural,Both Sexes,10,Census - de facto - complete tabulation,"Final figure, complete",1984,21072514,
China,1982,Rural,Both Sexes,10 - 14,Census - de facto - complete tabulation,"Final figure, complete",1984,109545730,"1,6"
China,1982,Rural,Both Sexes,11,Census - de facto - complete tabulation,"Final figure, complete",1984,22814441,
China,1982,Rural,Both Sexes,12,Census - de facto - complete tabulation,"Final figure, complete",1984,22010287,
China,1982,Rural,Both Sexes,13,Census - de facto - complete tabulation,"Final figure, complete",1984,23354156,
China,1982,Rural,Both Sexes,14,Census - de facto - complete tabulation,"Final figure, complete",1984,20294332,
China,1982,Rural,Both Sexes,15,Census - de facto - complete tabulation,"Final figure, complete",1984,19130504,
China,1982,Rural,Both Sexes,15 - 19,Census - de facto - complete tabulation,"Final figure, complete",1984,100464884,"1,6"
China,1982,Rural,Both Sexes,16,Census - de facto - complete tabulation,"Final figure, complete",1984,21294985,
China,1982,Rural,Both Sexes,17,Census - de facto - complete tabulation,"Final figure, complete",1984,19591044,
China,1982,Rural,Both Sexes,18,Census - de facto - complete tabulation,"Final figure, complete",1984,19345726,
China,1982,Rural,Both Sexes,19,Census - de facto - complete tabulation,"Final figure, complete",1984,21102625,
China,1982,Rural,Both Sexes,20,Census - de facto - complete tabulation,"Final figure, complete",1984,12167821,
China,1982,Rural,Both Sexes,20 - 24,Census - de facto - complete tabulation,"Final figure, complete",1984,54963904,"1,6"
China,1982,Rural,Both Sexes,21,Census - de facto - complete tabulation,"Final figure, complete",1984,7517337,
China,1982,Rural,Both Sexes,22,Census - de facto - complete tabulation,"Final figure, complete",1984,10312806,
China,1982,Rural,Both Sexes,23,Census - de facto - complete tabulation,"Final figure, complete",1984,10472725,
China,1982,Rural,Both Sexes,24,Census - de facto - complete tabulation,"Final figure, complete",1984,14493215,
China,1982,Rural,Both Sexes,25,Census - de facto - complete tabulation,"Final figure, complete",1984,14238297,
China,1982,Rural,Both Sexes,25 - 29,Census - de facto - complete tabulation,"Final figure, complete",1984,70204621,"1,6"
China,1982,Rural,Both Sexes,26,Census - de facto - complete tabulation,"Final figure, complete",1984,13487144,
China,1982,Rural,Both Sexes,27,Census - de facto - complete tabulation,"Final figure, complete",1984,14939083,
China,1982,Rural,Both Sexes,28,Census - de facto - complete tabulation,"Final figure, complete",1984,14124788,
China,1982,Rural,Both Sexes,29,Census - de facto - complete tabulation,"Final figure, complete",1984,13415309,
China,1982,Rural,Both Sexes,30,Census - de facto - complete tabulation,"Final figure, complete",1984,13407903,
China,1982,Rural,Both Sexes,30 - 34,Census - de facto - complete tabulation,"Final figure, complete",1984,56068981,"1,6"
China,1982,Rural,Both Sexes,31,Census - de facto - complete tabulation,"Final figure, complete",1984,11147787,
China,1982,Rural,Both Sexes,32,Census - de facto - complete tabulation,"Final figure, complete",1984,11668442,
China,1982,Rural,Both Sexes,33,Census - de facto - complete tabulation,"Final figure, complete",1984,10146731,
China,1982,Rural,Both Sexes,34,Census - de facto - complete tabulation,"Final figure, complete",1984,9698118,
China,1982,Rural,Both Sexes,35,Census - de facto - complete tabulation,"Final figure, complete",1984,9562848,
China,1982,Rural,Both Sexes,35 - 39,Census - de facto - complete tabulation,"Final figure, complete",1984,41763655,"1,6"
China,1982,Rural,Both Sexes,36,Census - de facto - complete tabulation,"Final figure, complete",1984,8702634,
China,1982,Rural,Both Sexes,37,Census - de facto - complete tabulation,"Final figure, complete",1984,8159174,
China,1982,Rural,Both Sexes,38,Census - de facto - complete tabulation,"Final figure, complete",1984,7945179,
China,1982,Rural,Both Sexes,39,Census - de facto - complete tabulation,"Final figure, complete",1984,7393820,
China,1982,Rural,Both Sexes,40,Census - de facto - complete tabulation,"Final figure, complete",1984,7646307,
China,1982,Rural,Both Sexes,40 - 44,Census - de facto - complete tabulation,"Final figure, complete",1984,36259590,"1,6"
China,1982,Rural,Both Sexes,41,Census - de facto - complete tabulation,"Final figure, complete",1984,7528444,
China,1982,Rural,Both Sexes,42,Census - de facto - complete tabulation,"Final figure, complete",1984,6967368,
China,1982,Rural,Both Sexes,43,Census - de facto - complete tabulation,"Final figure, complete",1984,6985903,
China,1982,Rural,Both Sexes,44,Census - de facto - complete tabulation,"Final figure, complete",1984,7131568,
China,1982,Rural,Both Sexes,45,Census - de facto - complete tabulation,"Final figure, complete",1984,7155538,
China,1982,Rural,Both Sexes,45 - 49,Census - de facto - complete tabulation,"Final figure, complete",1984,35491778,"1,6"
China,1982,Rural,Both Sexes,46,Census - de facto - complete tabulation,"Final figure, complete",1984,7208101,
China,1982,Rural,Both Sexes,47,Census - de facto - complete tabulation,"Final figure, complete",1984,6925007,
China,1982,Rural,Both Sexes,48,Census - de facto - complete tabulation,"Final figure, complete",1984,7105813,
China,1982,Rural,Both Sexes,49,Census - de facto - complete tabulation,"Final figure, complete",1984,7097319,
China,1982,Rural,Both Sexes,50,Census - de facto - complete tabulation,"Final figure, complete",1984,6521975,
China,1982,Rural,Both Sexes,50 - 54,Census - de facto - complete tabulation,"Final figure, complete",1984,31301686,"1,6"
China,1982,Rural,Both Sexes,51,Census - de facto - complete tabulation,"Final figure, complete",1984,6178445,
China,1982,Rural,Both Sexes,52,Census - de facto - complete tabulation,"Final figure, complete",1984,6448261,
China,1982,Rural,Both Sexes,53,Census - de facto - complete tabulation,"Final figure, complete",1984,6002840,
China,1982,Rural,Both Sexes,54,Census - de facto - complete tabulation,"Final figure, complete",1984,6150165,
China,1982,Rural,Both Sexes,55,Census - de facto - complete tabulation,"Final figure, complete",1984,5555628,
China,1982,Rural,Both Sexes,55 - 59,Census - de facto - complete tabulation,"Final figure, complete",1984,26930114,"1,6"
China,1982,Rural,Both Sexes,56,Census - de facto - complete tabulation,"Final figure, complete",1984,5448178,
China,1982,Rural,Both Sexes,57,Census - de facto - complete tabulation,"Final figure, complete",1984,5624351,
China,1982,Rural,Both Sexes,58,Census - de facto - complete tabulation,"Final figure, complete",1984,5450352,
China,1982,Rural,Both Sexes,59,Census - de facto - complete tabulation,"Final figure, complete",1984,4851605,
China,1982,Rural,Both Sexes,60,Census - de facto - complete tabulation,"Final figure, complete",1984,4942511,
China,1982,Rural,Both Sexes,60 - 64,Census - de facto - complete tabulation,"Final figure, complete",1984,22070562,"1,6"
China,1982,Rural,Both Sexes,61,Census - de facto - complete tabulation,"Final figure, complete",1984,4619765,
China,1982,Rural,Both Sexes,62,Census - de facto - complete tabulation,"Final figure, complete",1984,4619981,
China,1982,Rural,Both Sexes,63,Census - de facto - complete tabulation,"Final figure, complete",1984,4011746,
China,1982,Rural,Both Sexes,64,Census - de facto - complete tabulation,"Final figure, complete",1984,3876559,
China,1982,Rural,Both Sexes,65,Census - de facto - complete tabulation,"Final figure, complete",1984,3920226,
China,1982,Rural,Both Sexes,65 - 69,Census - de facto - complete tabulation,"Final figure, complete",1984,17297954,"1,6"
China,1982,Rural,Both Sexes,66,Census - de facto - complete tabulation,"Final figure, complete",1984,3646632,
China,1982,Rural,Both Sexes,67,Census - de facto - complete tabulation,"Final figure, complete",1984,3384818,
China,1982,Rural,Both Sexes,68,Census - de facto - complete tabulation,"Final figure, complete",1984,3451624,
China,1982,Rural,Both Sexes,69,Census - de facto - complete tabulation,"Final figure, complete",1984,2894654,
China,1982,Rural,Both Sexes,70,Census - de facto - complete tabulation,"Final figure, complete",1984,2631685,
China,1982,Rural,Both Sexes,70 - 74,Census - de facto - complete tabulation,"Final figure, complete",1984,11642939,"1,6"
China,1982,Rural,Both Sexes,71,Census - de facto - complete tabulation,"Final figure, complete",1984,2478269,
China,1982,Rural,Both Sexes,72,Census - de facto - complete tabulation,"Final figure, complete",1984,2375123,
China,1982,Rural,Both Sexes,73,Census - de facto - complete tabulation,"Final figure, complete",1984,2237557,
China,1982,Rural,Both Sexes,74,Census - de facto - complete tabulation,"Final figure, complete",1984,1920305,
China,1982,Rural,Both Sexes,75,Census - de facto - complete tabulation,"Final figure, complete",1984,1714953,
China,1982,Rural,Both Sexes,75 - 79,Census - de facto - complete tabulation,"Final figure, complete",1984,6967559,"1,6"
China,1982,Rural,Both Sexes,76,Census - de facto - complete tabulation,"Final figure, complete",1984,1617740,
China,1982,Rural,Both Sexes,77,Census - de facto - complete tabulation,"Final figure, complete",1984,1361859,
China,1982,Rural,Both Sexes,78,Census - de facto - complete tabulation,"Final figure, complete",1984,1221370,
China,1982,Rural,Both Sexes,79,Census - de facto - complete tabulation,"Final figure, complete",1984,1051637,
China,1982,Rural,Both Sexes,80,Census - de facto - complete tabulation,"Final figure, complete",1984,887587,
China,1982,Rural,Both Sexes,80 - 84,Census - de facto - complete tabulation,"Final figure, complete",1984,2942591,"1,6"
China,1982,Rural,Both Sexes,81,Census - de facto - complete tabulation,"Final figure, complete",1984,727067,
China,1982,Rural,Both Sexes,82,Census - de facto - complete tabulation,"Final figure, complete",1984,552257,
China,1982,Rural,Both Sexes,83,Census - de facto - complete tabulation,"Final figure, complete",1984,416382,
China,1982,Rural,Both Sexes,84,Census - de facto - complete tabulation,"Final figure, complete",1984,359298,
China,1982,Rural,Both Sexes,85 +,Census - de facto - complete tabulation,"Final figure, complete",1984,1055623,
China,1982,Rural,Both Sexes,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1984,562,
China,1982,Rural,Male,Total,Census - de facto - complete tabulation,"Final figure, complete",1984,407256785,
China,1982,Rural,Male,0,Census - de facto - complete tabulation,"Final figure, complete",1984,8843269,
China,1982,Rural,Male,1,Census - de facto - complete tabulation,"Final figure, complete",1984,7581226,
China,1982,Rural,Male,1 - 4,Census - de facto - complete tabulation,"Final figure, complete",1984,31993965,"1,6"
China,1982,Rural,Male,2,Census - de facto - complete tabulation,"Final figure, complete",1984,7906434,
China,1982,Rural,Male,3,Census - de facto - complete tabulation,"Final figure, complete",1984,8502101,
China,1982,Rural,Male,4,Census - de facto - complete tabulation,"Final figure, complete",1984,8004204,
China,1982,Rural,Male,5,Census - de facto - complete tabulation,"Final figure, complete",1984,8445249,
China,1982,Rural,Male,5 - 9,Census - de facto - complete tabulation,"Final figure, complete",1984,48204437,"1,6"
China,1982,Rural,Male,6,Census - de facto - complete tabulation,"Final figure, complete",1984,8886604,
China,1982,Rural,Male,7,Census - de facto - complete tabulation,"Final figure, complete",1984,9507489,
China,1982,Rural,Male,8,Census - de facto - complete tabulation,"Final figure, complete",1984,10524949,
China,1982,Rural,Male,9,Census - de facto - complete tabulation,"Final figure, complete",1984,10840146,
China,1982,Rural,Male,10,Census - de facto - complete tabulation,"Final figure, complete",1984,10845669,
China,1982,Rural,Male,10 - 14,Census - de facto - complete tabulation,"Final figure, complete",1984,56342236,"1,6"
China,1982,Rural,Male,11,Census - de facto - complete tabulation,"Final figure, complete",1984,11744889,
China,1982,Rural,Male,12,Census - de facto - complete tabulation,"Final figure, complete",1984,11303524,
China,1982,Rural,Male,13,Census - de facto - complete tabulation,"Final figure, complete",1984,12002916,
China,1982,Rural,Male,14,Census - de facto - complete tabulation,"Final figure, complete",1984,10445238,
China,1982,Rural,Male,15,Census - de facto - complete tabulation,"Final figure, complete",1984,9845995,
China,1982,Rural,Male,15 - 19,Census - de facto - complete tabulation,"Final figure, complete",1984,50924954,"1,6"
China,1982,Rural,Male,16,Census - de facto - complete tabulation,"Final figure, complete",1984,10922827,
China,1982,Rural,Male,17,Census - de facto - complete tabulation,"Final figure, complete",1984,10001833,
China,1982,Rural,Male,18,Census - de facto - complete tabulation,"Final figure, complete",1984,9732958,
China,1982,Rural,Male,19,Census - de facto - complete tabulation,"Final figure, complete",1984,10421341,
China,1982,Rural,Male,20,Census - de facto - complete tabulation,"Final figure, complete",1984,5917915,
China,1982,Rural,Male,20 - 24,Census - de facto - complete tabulation,"Final figure, complete",1984,27832486,"1,6"
China,1982,Rural,Male,21,Census - de facto - complete tabulation,"Final figure, complete",1984,3708412,
China,1982,Rural,Male,22,Census - de facto - complete tabulation,"Final figure, complete",1984,5270152,
China,1982,Rural,Male,23,Census - de facto - complete tabulation,"Final figure, complete",1984,5403778,
China,1982,Rural,Male,24,Census - de facto - complete tabulation,"Final figure, complete",1984,7532229,
China,1982,Rural,Male,25,Census - de facto - complete tabulation,"Final figure, complete",1984,7358618,
China,1982,Rural,Male,25 - 29,Census - de facto - complete tabulation,"Final figure, complete",1984,36074491,"1,6"
China,1982,Rural,Male,26,Census - de facto - complete tabulation,"Final figure, complete",1984,6936526,
China,1982,Rural,Male,27,Census - de facto - complete tabulation,"Final figure, complete",1984,7707750,
China,1982,Rural,Male,28,Census - de facto - complete tabulation,"Final figure, complete",1984,7231750,
China,1982,Rural,Male,29,Census - de facto - complete tabulation,"Final figure, complete",1984,6839847,
China,1982,Rural,Male,30,Census - de facto - complete tabulation,"Final figure, complete",1984,6825438,
China,1982,Rural,Male,30 - 34,Census - de facto - complete tabulation,"Final figure, complete",1984,28840006,"1,6"
China,1982,Rural,Male,31,Census - de facto - complete tabulation,"Final figure, complete",1984,5684884,
China,1982,Rural,Male,32,Census - de facto - complete tabulation,"Final figure, complete",1984,6051352,
China,1982,Rural,Male,33,Census - de facto - complete tabulation,"Final figure, complete",1984,5254515,
China,1982,Rural,Male,34,Census - de facto - complete tabulation,"Final figure, complete",1984,5023817,
China,1982,Rural,Male,35,Census - de facto - complete tabulation,"Final figure, complete",1984,4942090,
China,1982,Rural,Male,35 - 39,Census - de facto - complete tabulation,"Final figure, complete",1984,21742784,"1,6"
China,1982,Rural,Male,36,Census - de facto - complete tabulation,"Final figure, complete",1984,4472572,
China,1982,Rural,Male,37,Census - de facto - complete tabulation,"Final figure, complete",1984,4243358,
China,1982,Rural,Male,38,Census - de facto - complete tabulation,"Final figure, complete",1984,4177658,
China,1982,Rural,Male,39,Census - de facto - complete tabulation,"Final figure, complete",1984,3907106,
China,1982,Rural,Male,40,Census - de facto - complete tabulation,"Final figure, complete",1984,4030329,
China,1982,Rural,Male,40 - 44,Census - de facto - complete tabulation,"Final figure, complete",1984,19259194,"1,6"
China,1982,Rural,Male,41,Census - de facto - complete tabulation,"Final figure, complete",1984,3996477,
China,1982,Rural,Male,42,Census - de facto - complete tabulation,"Final figure, complete",1984,3696119,
China,1982,Rural,Male,43,Census - de facto - complete tabulation,"Final figure, complete",1984,3723893,
China,1982,Rural,Male,44,Census - de facto - complete tabulation,"Final figure, complete",1984,3812376,
China,1982,Rural,Male,45,Census - de facto - complete tabulation,"Final figure, complete",1984,3779573,
China,1982,Rural,Male,45 - 49,Census - de facto - complete tabulation,"Final figure, complete",1984,18565476,"1,6"
China,1982,Rural,Male,46,Census - de facto - complete tabulation,"Final figure, complete",1984,3785784,
China,1982,Rural,Male,47,Census - de facto - complete tabulation,"Final figure, complete",1984,3605309,
China,1982,Rural,Male,48,Census - de facto - complete tabulation,"Final figure, complete",1984,3703118,
China,1982,Rural,Male,49,Census - de facto - complete tabulation,"Final figure, complete",1984,3691692,
China,1982,Rural,Male,50,Census - de facto - complete tabulation,"Final figure, complete",1984,3374646,
China,1982,Rural,Male,50 - 54,Census - de facto - complete tabulation,"Final figure, complete",1984,16222716,"1,6"
China,1982,Rural,Male,51,Census - de facto - complete tabulation,"Final figure, complete",1984,3220531,
China,1982,Rural,Male,52,Census - de facto - complete tabulation,"Final figure, complete",1984,3351103,
China,1982,Rural,Male,53,Census - de facto - complete tabulation,"Final figure, complete",1984,3098788,
China,1982,Rural,Male,54,Census - de facto - complete tabulation,"Final figure, complete",1984,3177648,
China,1982,Rural,Male,55,Census - de facto - complete tabulation,"Final figure, complete",1984,2867032,
China,1982,Rural,Male,55 - 59,Census - de facto - complete tabulation,"Final figure, complete",1984,13752149,"1,6"
China,1982,Rural,Male,56,Census - de facto - complete tabulation,"Final figure, complete",1984,2795274,
China,1982,Rural,Male,57,Census - de facto - complete tabulation,"Final figure, complete",1984,2878980,
China,1982,Rural,Male,58,Census - de facto - complete tabulation,"Final figure, complete",1984,2762709,
China,1982,Rural,Male,59,Census - de facto - complete tabulation,"Final figure, complete",1984,2448154,
China,1982,Rural,Male,60,Census - de facto - complete tabulation,"Final figure, complete",1984,2488190,
